carat,cut,color,clarity,depth,table,price
0.7,4,6,3,61.8,56.0,7.836
1.13,5,5,4,62.3,57.0,8.491
0.31,4,3,5,61.4,54.0,6.771
1.5,4,4,7,62.2,59.0,9.192
1.01,4,7,5,61.6,57.0,8.726
0.58,3,3,5,59.6,59.0,7.553
0.7,5,5,4,62.9,61.0,7.571000000000001
0.31,4,3,2,62.7,57.0,6.2989999999999995
1.0,3,3,4,58.7,59.0,8.512
0.23,4,1,5,61.9,55.0,6.211
0.28,4,1,3,62.6,54.0,6.667999999999999
0.52,4,1,5,61.1,56.0,7.393
1.01,5,1,1,62.6,58.0,8.71
1.32,3,6,4,61.2,58.0,8.748
1.56,5,6,1,61.7,59.0,9.206
1.24,3,6,2,60.0,59.0,8.628
0.33,4,3,7,62.2,54.0,6.809
0.47,4,5,4,62.4,53.0,6.662000000000001
0.51,4,2,3,61.7,56.0,7.9079999999999995
0.3,4,3,3,62.4,54.0,6.609
1.02,4,5,3,62.1,55.0,8.824
1.21,3,6,2,61.8,59.0,8.642999999999999
1.4,5,7,4,62.0,60.0,8.902999999999999
0.32,4,1,5,61.3,57.0,6.718999999999999
1.7,5,5,5,62.4,57.0,9.495
0.76,4,1,3,60.9,57.0,8.22
0.27,3,3,3,61.8,59.0,6.372999999999999
0.7,2,1,4,63.6,56.0,7.499
0.74,3,7,1,60.9,59.0,8.128
0.31,3,3,2,58.3,60.0,6.2989999999999995
0.7,5,1,1,59.0,59.0,7.962999999999999
0.33,4,7,3,62.6,53.0,6.803999999999999
0.6,2,7,2,61.3,61.2,7.356
0.32,4,7,5,61.8,55.0,6.33
1.05,3,4,4,63.2,56.0,7.933
0.26,3,1,7,58.7,58.0,6.392
0.42,3,2,4,63.1,56.0,6.731
0.4,5,2,1,59.2,59.0,7.024
0.38,4,1,1,62.4,54.0,6.837999999999999
0.6,3,7,1,61.6,56.0,7.556
0.71,4,3,5,61.8,57.0,7.875
0.64,5,3,3,62.1,58.0,7.962000000000001
1.2,5,7,5,59.4,58.0,8.89
1.0,3,2,5,61.2,60.0,8.845
0.41,4,5,3,62.0,56.0,6.867999999999999
1.0,3,6,2,58.5,61.0,8.443999999999999
1.0,3,7,5,61.2,56.0,8.689
0.91,3,5,2,63.0,57.0,8.035
0.39,4,7,6,61.7,55.0,7.051
0.7,4,1,2,60.7,57.0,7.89
1.17,4,2,4,62.5,56.0,8.596
0.33,3,5,6,61.7,55.0,6.678
0.3,3,5,7,62.6,56.0,6.457999999999999
1.01,5,1,5,58.9,58.0,8.744
0.41,4,7,6,61.0,57.0,7.22
0.61,2,3,8,63.4,57.1,7.063
0.44,3,3,5,60.3,58.0,6.895
1.19,3,5,5,60.5,59.0,8.822000000000001
0.38,3,3,5,60.4,58.0,6.612
2.52,5,6,2,58.5,59.0,9.812000000000001
0.41,4,3,1,62.3,57.0,6.984
0.4,3,1,2,59.6,58.0,6.542000000000001
0.3,3,1,7,61.6,56.0,6.542000000000001
1.52,4,5,2,61.5,58.0,9.267999999999999
1.52,5,3,2,62.5,59.0,9.418
0.39,3,6,3,63.0,56.0,6.667999999999999
1.2,3,4,1,62.9,60.0,8.561
1.73,5,6,4,62.0,60.0,9.128
0.53,4,7,1,61.6,57.0,7.382000000000001
0.32,4,3,5,61.8,55.0,6.8020000000000005
1.02,4,5,2,61.7,57.0,8.527000000000001
1.26,4,4,4,62.5,53.0,8.464
0.7,4,3,4,60.6,56.0,7.785
0.31,3,5,2,61.0,61.0,6.075
0.55,3,1,2,63.1,56.0,7.221
1.01,5,1,5,61.5,58.0,8.738999999999999
0.4,2,1,2,63.6,59.0,6.519
0.9,3,2,2,61.1,63.0,8.293
0.71,3,1,2,62.1,58.0,7.706
0.4,4,7,1,61.8,57.0,6.766
0.36,3,7,2,61.8,57.8,6.407
1.25,4,3,2,61.1,57.0,8.775
0.54,4,5,4,61.2,56.0,7.097
1.0,5,2,2,61.4,58.0,8.679
1.21,4,5,1,60.5,57.0,8.86
1.01,3,1,2,59.7,61.0,8.497
0.3,3,7,6,62.8,57.0,6.797000000000001
0.3,4,2,5,62.3,56.0,6.672000000000001
0.78,1,7,4,64.9,55.2,7.784
1.51,5,7,3,60.9,58.0,9.627
0.49,3,2,5,64.0,53.0,7.197
0.9,1,6,2,65.8,56.0,7.962999999999999
0.37,4,1,5,61.1,57.0,6.864
0.62,4,3,1,60.3,57.0,7.821000000000001
0.34,5,4,5,62.3,60.0,6.0329999999999995
0.5,4,5,5,61.2,56.0,7.194
0.74,3,5,1,61.4,56.0,7.992000000000001
1.25,5,7,1,61.8,58.0,9.124
2.05,3,5,5,61.8,60.0,9.807
0.3,4,2,5,61.1,56.0,6.815
0.73,5,1,5,59.9,59.0,7.952000000000001
0.24,3,3,3,60.6,62.0,6.17
0.3,4,2,4,62.1,57.0,6.353
0.72,4,5,5,62.8,57.0,7.773
2.01,5,6,2,60.5,58.0,9.459
0.35,5,6,2,62.5,58.0,6.407
0.46,3,3,5,58.9,59.4,7.204
0.52,1,4,5,65.3,56.0,6.937
0.59,5,7,2,59.8,58.0,7.212000000000001
0.5,5,3,2,61.4,62.0,7.121
0.9,1,2,2,64.8,59.0,8.213
0.35,4,1,5,62.5,57.0,6.56
0.3,4,3,3,61.6,58.0,6.641
1.04,4,7,5,62.5,57.0,8.793
0.7,4,5,4,60.6,54.0,7.447
0.9,2,7,2,63.7,58.0,8.225
0.73,5,5,4,61.2,59.0,7.438
0.34,4,2,5,62.1,55.0,6.827999999999999
0.31,4,5,3,62.3,55.0,6.438
0.3,3,6,7,62.8,59.0,6.314
1.09,4,3,6,60.1,58.0,9.629
1.01,5,5,2,62.7,59.0,8.371
0.29,3,3,7,59.5,61.0,6.412000000000001
1.27,4,5,4,61.8,57.0,8.765
0.41,5,1,7,62.1,56.0,7.212000000000001
1.07,4,3,3,62.3,56.0,9.224
0.31,4,6,4,62.0,54.1,5.919
1.27,4,5,2,60.1,58.0,8.833
1.0,3,1,2,63.5,56.0,8.541
0.9,3,5,4,62.4,58.0,8.086
0.32,3,7,7,60.9,61.0,6.736000000000001
0.41,5,7,1,62.4,57.0,6.867999999999999
0.41,5,1,1,60.7,56.0,6.981
0.26,3,1,2,59.6,55.0,6.38
0.9,5,3,4,62.2,60.0,8.187999999999999
1.04,5,7,1,60.2,58.0,8.758
1.0,2,2,2,60.4,64.0,8.536
1.07,2,2,4,61.0,62.0,8.457
0.79,5,7,5,59.3,62.0,7.9510000000000005
0.53,3,1,2,61.6,57.0,7.215
0.41,4,3,5,61.8,54.0,6.841
0.52,4,2,5,61.8,55.0,7.56
1.1,5,1,2,59.5,59.0,8.651
0.6,4,1,3,61.5,57.0,8.07
0.33,4,6,4,61.8,55.0,5.999
0.4,4,3,2,62.0,57.0,6.603
0.97,4,3,4,62.3,56.0,8.312999999999999
1.58,4,3,2,61.0,57.0,9.506
0.5,2,5,3,61.9,64.3,7.2170000000000005
0.7,3,3,4,63.5,54.0,7.745
0.72,4,3,2,60.8,57.0,8.134
0.32,5,7,5,60.5,58.0,6.579
1.03,5,2,2,61.2,54.0,8.709
0.57,3,4,2,60.6,61.0,6.944
1.5,5,3,1,60.1,60.0,9.511000000000001
1.41,4,7,1,62.6,56.0,9.377
0.41,3,3,2,61.1,62.0,6.558
0.9,2,2,2,62.0,62.0,8.34
1.2,4,7,1,62.4,57.0,9.059
0.31,4,3,6,60.7,56.0,6.957000000000001
1.07,5,2,2,63.0,57.0,8.72
0.56,4,2,5,62.2,56.0,7.632999999999999
0.33,5,3,3,61.3,59.0,6.608
1.2,4,5,4,62.7,55.0,8.627
0.7,3,1,1,62.2,58.0,7.968999999999999
0.84,3,1,4,62.8,57.0,7.885
0.36,4,2,1,61.7,55.0,7.031000000000001
0.31,5,6,1,62.6,59.0,6.443
1.01,3,3,5,62.9,58.0,8.805
0.51,4,7,5,62.2,54.0,7.274
0.61,4,3,3,62.1,54.2,7.975
0.32,5,3,5,60.5,59.0,6.553999999999999
2.01,5,6,5,62.8,58.0,9.728
0.3,5,3,6,61.0,59.0,6.933
1.07,4,7,2,62.2,56.0,8.622
0.51,4,1,2,60.8,57.0,7.398
0.31,4,1,1,61.8,56.0,6.544
1.64,4,7,5,61.5,56.0,9.699
1.12,4,1,5,62.6,56.0,8.996
0.51,4,5,2,59.8,57.0,7.051
0.32,4,1,2,61.4,54.0,6.372999999999999
1.52,4,7,1,59.7,57.0,9.531
0.72,3,2,1,62.7,58.0,7.99
0.4,3,3,2,60.8,62.0,6.532
1.02,3,7,2,63.2,59.0,8.459
0.5,4,3,5,62.9,54.0,7.396
0.5,3,7,2,62.1,59.0,7.12
0.41,5,1,1,58.6,61.0,6.981
0.4,4,7,7,62.4,57.0,7.024
0.33,5,7,5,60.0,58.0,6.361000000000001
0.34,5,7,5,61.6,58.0,6.39
0.31,3,3,2,62.7,58.0,6.2989999999999995
0.81,5,1,2,61.6,58.0,8.105
2.51,5,4,2,59.6,60.0,9.767000000000001
0.32,2,6,2,63.5,57.0,6.042999999999999
0.69,5,5,5,60.8,59.0,7.53
0.83,5,1,5,62.0,59.0,8.129
0.52,4,2,5,61.8,57.0,7.56
0.77,4,5,5,62.4,56.0,7.816
0.3,4,7,4,62.5,56.0,5.945
1.01,3,7,7,63.1,59.0,8.911
0.72,3,3,2,63.1,58.0,7.909
0.7,3,7,5,62.2,61.0,7.876
1.01,4,3,2,60.8,56.0,8.756
0.82,2,7,4,63.8,60.0,7.829
0.7,2,1,5,62.9,61.0,7.86
1.01,5,2,2,62.3,60.0,8.689
0.91,5,7,2,58.0,59.0,8.129
1.21,5,7,4,60.3,58.0,8.618
1.55,4,7,1,62.0,57.0,9.559
1.14,4,7,5,61.5,57.0,8.86
0.91,5,2,4,61.5,56.0,8.307
0.36,5,1,2,61.1,60.0,6.422999999999999
1.35,5,7,1,62.1,59.0,9.212
0.34,4,5,7,62.0,54.0,6.903
1.52,5,5,4,60.7,60.0,8.786
0.58,4,2,2,62.0,54.0,7.376
0.33,1,5,3,65.1,59.0,6.827000000000001
1.37,5,5,1,60.9,59.0,9.057
0.65,5,3,2,58.5,58.0,7.443
0.59,3,1,2,62.4,59.0,7.281000000000001
0.36,4,3,5,61.9,56.0,6.671
0.43,4,1,7,61.0,56.0,7.26
1.01,5,1,5,62.3,58.0,8.744
0.4,3,3,7,63.4,57.0,7.06
0.53,3,2,2,60.9,59.0,7.255
1.57,5,5,1,62.8,60.0,9.368
1.23,5,6,4,62.1,59.0,8.471
0.58,3,1,4,63.0,56.0,7.067
1.09,3,2,4,59.2,63.0,8.353
1.02,5,5,5,62.5,56.0,8.578
0.3,4,7,3,62.9,55.0,6.707999999999999
0.81,3,4,5,60.4,59.0,7.733
1.06,3,1,2,59.6,60.0,8.611
0.32,4,5,7,61.9,56.0,6.593
0.34,4,7,5,61.0,55.0,6.443
0.38,5,1,2,62.7,58.0,6.551
1.08,4,2,2,61.3,56.0,8.732999999999999
0.35,4,4,6,61.8,55.0,6.343999999999999
1.54,4,7,3,62.5,57.0,9.629
0.3,5,7,1,61.4,58.0,6.654
1.11,4,6,2,62.3,56.0,8.443999999999999
0.4,5,2,2,62.5,61.0,6.829
1.22,4,1,1,62.3,57.0,9.202
0.41,5,3,3,60.9,60.0,7.079
1.52,4,1,4,61.9,57.0,9.205
1.5,4,4,2,59.4,62.0,8.817
1.01,5,6,4,61.6,59.0,8.135
1.3,5,4,3,62.9,60.0,8.765
0.7,3,7,3,61.0,59.0,8.019
0.51,3,2,3,62.4,58.0,7.705
0.56,4,5,1,61.6,56.0,7.575
0.73,5,7,8,62.5,58.0,7.2410000000000005
0.35,4,3,5,62.5,55.0,6.642
1.06,5,3,5,61.3,58.0,8.91
0.4,4,3,3,61.1,57.0,6.797000000000001
0.3,4,3,1,61.7,57.0,6.815
0.31,4,5,5,61.8,57.0,6.229
0.7,3,3,4,60.2,64.0,7.582999999999999
1.06,4,6,3,62.2,55.0,8.711
1.06,4,6,4,61.8,57.0,8.359
0.31,4,1,6,61.7,56.0,6.803999999999999
0.46,4,3,1,62.2,54.0,7.239
1.07,4,7,2,61.9,55.0,8.602
0.92,3,5,1,62.9,58.0,8.349
0.32,5,7,5,62.1,60.0,6.579
0.52,4,3,6,61.1,57.0,8.017000000000001
0.31,3,1,1,60.6,55.0,6.515
2.02,4,5,4,60.8,56.0,9.369
0.75,4,6,1,61.9,54.1,7.849
0.46,5,1,1,60.5,58.0,7.267
0.3,4,1,6,61.1,57.0,6.853
0.27,3,3,5,61.3,58.0,6.153
1.52,4,6,7,62.3,55.0,9.309
1.14,4,5,5,62.0,54.0,8.799
1.26,4,4,2,62.0,56.0,8.576
1.57,4,7,4,62.0,56.0,9.065
0.41,3,2,4,63.1,54.0,6.707000000000001
0.33,4,5,6,61.6,55.0,6.709
1.51,3,4,2,62.4,58.0,8.873
0.72,2,3,2,63.9,58.0,7.742999999999999
1.09,4,2,4,61.3,57.0,8.568999999999999
0.28,3,1,7,62.9,57.0,6.465
0.7,1,7,8,67.3,59.0,6.8629999999999995
0.92,5,6,7,62.4,59.0,8.277000000000001
0.34,4,7,7,62.1,57.0,6.8629999999999995
0.31,3,7,1,63.3,56.0,6.687
1.15,5,7,2,63.0,59.0,8.591000000000001
0.32,4,7,2,61.4,55.0,6.132999999999999
0.33,5,1,5,60.0,60.0,6.358
1.0,5,3,1,60.4,59.0,8.955
1.5,5,2,4,59.6,59.0,8.863999999999999
1.35,5,5,5,61.5,58.0,8.995
1.52,5,7,4,60.9,57.0,9.024
0.3,2,3,3,59.8,64.0,6.933
1.03,4,7,7,59.9,61.0,9.1
0.85,4,5,2,60.8,57.0,8.066
1.0,2,3,1,63.6,59.0,8.89
1.09,3,6,2,61.4,58.0,8.442
1.19,4,1,7,61.9,57.0,9.455
0.52,4,6,5,61.9,55.0,7.102
1.55,5,5,1,60.8,60.0,9.059
1.5,3,1,6,63.2,58.0,9.828
0.9,1,2,2,66.4,59.0,8.126
1.12,4,1,2,61.7,56.0,8.963
0.52,4,7,1,60.4,57.0,7.542999999999999
0.31,3,5,5,60.0,60.0,6.192
0.71,4,2,1,62.2,55.0,8.068
1.0,5,7,4,62.2,59.0,8.407
0.8,4,1,4,62.0,57.0,7.822
1.26,5,5,2,61.0,55.0,8.636000000000001
0.33,4,3,1,61.6,56.0,6.91
0.71,4,4,1,61.9,55.0,7.617999999999999
1.11,4,7,2,62.0,57.0,8.542
0.41,4,3,7,61.4,57.0,7.154
0.77,3,4,2,63.3,57.0,7.606
0.72,3,5,4,62.6,53.0,7.586
1.07,4,2,1,61.8,57.0,9.113
1.07,4,3,3,61.8,54.0,9.255
0.41,5,7,5,62.6,58.0,6.718
0.51,4,2,5,62.7,55.0,7.4879999999999995
1.01,5,4,4,63.0,60.0,8.138
1.52,5,1,5,61.4,58.0,9.667
1.75,5,2,4,60.6,60.0,9.5
0.76,4,3,2,62.4,57.0,8.035
0.3,4,3,5,61.8,56.0,6.7379999999999995
1.22,2,5,4,61.5,64.0,8.472999999999999
0.42,4,2,4,62.4,57.0,6.8
1.0,5,1,8,62.4,59.0,8.133
0.4,4,5,2,62.0,56.0,6.751
0.26,5,3,5,62.1,56.0,6.3629999999999995
0.62,4,1,4,61.3,55.0,7.273
0.56,4,1,5,60.8,56.0,7.483
0.33,4,3,3,61.9,57.0,6.821000000000001
0.46,2,1,4,64.0,57.0,6.667999999999999
1.15,4,7,4,62.3,56.0,8.484
0.3,4,1,5,60.7,56.0,6.405
1.18,4,6,4,62.2,57.0,8.484
0.7,1,5,5,67.8,56.0,7.763
0.9,2,3,1,59.3,56.0,8.586
3.01,2,6,4,63.9,60.0,9.811
1.06,4,1,4,61.8,56.0,8.586
0.84,2,7,2,65.1,55.0,7.962999999999999
0.31,4,7,3,62.4,56.0,6.81
2.03,5,4,4,60.4,59.0,9.152000000000001
0.41,3,3,4,63.4,58.0,6.707000000000001
0.43,5,1,4,60.5,59.0,6.77
1.0,2,2,4,63.3,56.0,8.437999999999999
0.33,4,7,7,61.8,55.0,7.016
0.31,4,6,2,61.4,56.0,6.064
0.3,3,6,2,63.3,59.0,6.227
1.01,3,1,5,63.5,58.0,8.639
0.41,5,4,1,60.8,61.0,6.721
1.27,4,4,1,62.0,57.0,8.519
0.33,4,6,1,62.1,53.9,6.28
1.21,5,5,1,62.5,59.0,8.93
0.55,3,2,5,60.4,59.0,7.47
0.93,4,3,4,60.5,54.0,8.488
1.01,2,3,2,60.9,64.0,8.487
0.34,4,7,5,62.5,57.0,6.64
0.3,4,7,3,62.4,57.0,6.5
0.32,5,6,1,61.3,58.0,6.225
0.32,4,7,1,62.0,56.0,6.718999999999999
1.71,3,6,4,62.7,58.0,9.093
1.64,5,6,2,62.4,58.0,9.073
0.55,3,7,1,59.4,62.0,7.419
0.72,3,7,1,63.8,58.0,7.944
0.97,3,7,4,59.8,58.0,8.283999999999999
0.7,5,2,1,60.4,58.0,7.992000000000001
1.7,4,1,5,61.3,54.0,9.779
1.62,4,5,2,60.9,58.0,9.322000000000001
0.61,5,5,5,62.8,59.0,7.449
0.7,4,3,5,60.8,56.0,8.162
1.4,4,1,7,61.9,57.0,9.73
0.91,5,2,2,62.3,60.0,8.447000000000001
0.36,4,3,5,61.1,57.0,6.5120000000000005
1.31,3,3,5,63.1,56.0,9.22
0.71,4,1,7,61.4,56.0,8.521
1.52,5,7,5,60.9,61.0,9.452
1.09,4,6,1,62.7,54.0,8.594
1.09,5,5,4,61.2,62.0,8.388
0.72,4,1,1,61.6,56.0,8.232000000000001
0.26,3,3,5,62.1,56.0,6.114
1.03,1,7,4,65.6,58.0,8.234
0.4,3,7,2,63.4,58.0,6.733
2.0,5,7,2,59.3,60.0,9.61
0.79,3,2,1,62.4,60.0,8.346
0.51,4,2,2,62.9,57.0,7.361000000000001
0.31,4,3,7,61.7,56.0,6.896
0.33,2,1,2,61.8,62.0,6.284
0.77,5,2,1,59.4,59.0,8.302999999999999
0.42,4,3,5,62.0,55.0,6.865
0.25,3,1,1,59.7,57.0,6.077999999999999
0.74,2,1,7,58.4,60.0,8.375
1.51,5,6,5,60.5,59.0,9.177999999999999
0.3,2,7,3,63.6,57.0,6.778
0.4,3,7,2,62.8,60.0,6.553999999999999
1.7,2,7,2,58.2,64.0,9.322000000000001
1.7,4,4,4,62.0,53.0,8.918
1.01,1,6,4,66.1,58.0,8.024
0.34,4,6,7,61.8,56.0,6.688
1.27,4,1,6,61.3,55.0,9.641
1.63,4,3,5,61.3,55.0,9.788
1.23,2,5,2,63.9,56.0,8.681000000000001
0.7,5,3,4,61.1,61.0,7.702999999999999
0.37,4,7,6,62.4,56.0,6.94
0.72,3,3,7,61.2,58.0,8.27
1.0,5,3,4,62.9,61.0,8.146
1.59,4,2,4,61.6,55.0,9.102
0.73,4,3,1,62.8,57.0,8.11
1.11,3,1,3,59.4,58.0,9.363
1.01,5,2,4,61.8,60.0,8.449
1.0,4,6,2,62.5,56.0,8.443999999999999
0.34,5,3,2,59.0,60.0,6.64
0.59,3,3,3,61.7,59.0,7.822
0.27,4,6,5,62.1,56.0,6.28
0.53,4,1,2,61.6,54.0,7.1579999999999995
0.57,2,1,2,63.2,55.0,7.218
0.55,4,5,3,60.7,55.0,7.419
0.3,4,1,6,60.7,56.0,7.031000000000001
0.34,4,2,2,62.8,55.0,6.688
1.03,5,5,1,62.4,60.0,8.68
0.3,4,1,2,62.3,55.0,6.162999999999999
0.38,3,7,2,57.5,60.0,6.395
1.37,3,7,4,62.8,57.0,8.796
1.51,5,5,4,62.1,58.0,8.901
1.82,5,7,4,61.3,58.0,9.399
1.51,5,6,2,61.7,60.0,9.124
0.3,3,1,5,62.9,57.0,6.405
1.61,4,1,1,62.0,55.0,9.765
1.01,3,2,2,61.1,58.0,8.634
0.7,4,3,4,62.2,56.0,7.848
0.71,5,1,2,59.0,61.0,7.835
0.53,2,4,5,63.8,57.0,7.023
0.4,5,3,2,62.6,59.0,6.851
0.51,4,4,2,62.5,56.0,6.896
1.31,4,6,5,61.7,55.0,8.854
1.0,2,5,3,63.7,52.0,8.731
1.07,4,7,1,61.8,57.0,8.842
1.51,4,7,4,60.5,55.0,9.082
0.38,4,6,2,61.8,54.0,6.385
1.0,2,7,2,63.9,60.0,8.481
0.31,4,2,6,61.1,56.0,7.132000000000001
0.4,3,7,2,63.1,56.0,6.733
0.98,5,1,4,62.3,56.0,8.156
0.78,2,2,5,64.0,54.0,8.101
1.01,5,5,2,61.8,61.0,8.415
1.17,5,1,4,59.9,59.0,8.335
0.44,5,7,1,62.3,59.0,6.872000000000001
0.4,5,5,1,62.6,58.0,6.942
0.5,5,3,5,61.3,58.0,7.465
0.74,4,1,4,61.9,56.0,7.872000000000001
0.39,5,6,7,61.5,59.0,6.959
0.4,5,2,4,59.9,60.0,6.501
2.0,2,6,5,63.6,60.0,9.698
1.0,4,5,5,62.5,58.0,8.456
1.51,3,7,5,63.5,57.0,9.463
1.0,1,5,1,55.8,60.0,8.605
2.03,3,2,4,63.1,59.0,9.454
1.2,5,4,4,61.7,57.0,8.238
1.2,4,4,4,62.5,57.0,8.415
0.3,4,5,2,62.6,55.0,6.042999999999999
0.9,3,2,2,59.5,57.0,8.394
0.23,3,3,3,62.5,55.0,6.225
0.54,4,5,2,61.1,56.0,7.145
0.33,4,1,6,61.5,55.0,7.016
1.54,4,5,4,60.9,56.4,9.154
0.72,4,3,5,61.1,56.0,8.189
0.34,3,5,3,61.0,55.0,6.449
0.41,5,1,3,61.0,59.0,7.017
1.16,4,7,3,62.2,56.0,9.132
1.01,3,3,5,63.3,56.0,8.783
1.0,2,7,1,63.9,55.0,8.686
0.7,1,7,8,68.6,59.0,6.996
0.56,4,2,2,61.4,57.0,7.452000000000001
0.32,5,4,2,62.2,59.0,6.148
0.35,4,1,3,60.8,55.0,6.771
0.42,5,3,2,60.0,61.0,6.86
0.51,4,4,1,61.6,54.0,6.896
0.41,4,5,2,62.6,55.0,6.775
0.9,2,4,5,64.0,61.0,7.945
0.38,4,1,1,61.1,56.0,6.921
0.31,4,6,4,61.0,56.0,5.938
0.38,5,1,7,61.6,58.0,7.09
1.01,3,1,5,61.1,58.0,8.859
0.3,5,7,1,62.9,58.0,6.654
1.01,4,3,3,61.7,55.0,9.292
0.7,3,5,5,62.3,56.0,7.73
1.28,5,3,6,59.8,59.0,9.668
0.7,3,1,1,62.1,57.0,7.997999999999999
1.01,3,7,5,61.6,58.0,8.686
0.32,5,7,2,62.5,58.0,6.417000000000001
0.76,3,7,2,62.6,56.0,7.882999999999999
0.72,5,2,3,60.0,57.0,8.149
0.6,3,2,2,62.0,55.0,7.483
0.4,4,1,1,61.3,56.0,6.89
0.9,5,7,5,62.9,62.0,8.256
0.79,4,3,2,62.0,57.0,8.127
1.28,3,1,4,62.5,55.0,8.561
0.38,4,5,7,61.2,57.0,6.806
1.02,4,3,4,60.3,57.0,8.458
1.29,3,2,4,61.9,58.0,8.72
0.75,4,5,3,62.0,55.1,8.004
1.51,5,3,2,59.6,61.0,9.412
0.31,3,7,2,60.4,58.0,6.136
0.27,3,3,1,61.9,59.0,6.153
2.01,3,6,1,62.9,62.0,9.736
0.32,3,6,7,63.0,58.0,6.377999999999999
0.57,4,3,3,61.9,55.0,7.837999999999999
0.3,4,3,7,61.2,57.0,6.7589999999999995
0.32,2,6,1,63.1,56.0,6.225
1.29,2,6,5,57.9,61.0,8.868
0.35,5,5,7,61.2,60.0,6.931
2.28,4,4,5,62.7,57.0,9.708
0.56,4,2,2,61.9,56.0,7.465
0.9,4,2,7,62.0,56.0,9.103
0.56,4,5,7,62.3,55.0,7.54
0.52,1,3,3,57.2,64.0,7.64
0.31,4,7,3,62.4,56.0,6.81
2.54,3,6,4,62.4,60.0,9.798
1.09,3,2,4,63.4,59.0,8.227
0.3,5,2,5,61.0,60.0,6.565
0.33,4,1,7,61.9,55.0,6.78
0.9,2,1,1,63.5,57.0,8.429
0.52,4,1,3,60.8,55.0,7.766
0.34,4,3,2,60.4,57.0,6.582999999999999
1.52,4,1,4,62.5,57.0,9.163
0.71,2,3,2,58.4,61.0,7.853
1.51,5,1,5,62.0,62.0,9.53
1.23,4,5,2,62.4,54.0,8.797
1.41,3,5,2,62.6,59.0,9.022
0.44,3,4,1,61.9,57.0,6.542000000000001
0.32,4,2,5,62.2,56.0,6.631
1.04,5,1,2,62.5,60.0,8.634
0.93,3,6,1,62.6,59.0,8.302
0.32,4,2,2,62.6,55.0,6.377999999999999
0.5,2,4,2,63.2,55.0,6.816
0.91,5,2,5,62.0,60.0,8.511000000000001
0.42,4,6,7,62.0,55.0,6.851
0.61,3,4,2,60.8,58.0,7.047000000000001
0.33,3,7,5,60.6,61.0,6.361000000000001
0.34,4,7,5,62.2,53.0,6.39
0.71,3,5,1,62.6,58.0,7.792999999999999
0.91,2,7,4,63.2,61.0,8.113999999999999
0.32,4,3,3,61.5,57.0,6.985
0.55,4,3,1,61.5,56.0,7.705
0.31,4,1,7,61.1,56.0,6.882000000000001
0.91,4,4,5,62.1,56.0,8.088
0.3,4,1,1,62.3,54.0,6.422000000000001
0.31,4,4,1,62.1,55.0,6.05
0.55,4,7,2,61.7,58.0,7.256
1.04,4,7,5,59.4,58.0,8.746
1.06,4,1,3,62.1,57.0,9.118
0.3,4,1,2,61.2,55.0,6.412000000000001
0.5,3,1,1,59.9,61.0,7.346
0.36,4,7,1,62.3,57.0,6.519
0.32,3,3,1,61.1,59.8,6.675
0.27,3,7,7,62.9,55.0,6.3389999999999995
0.61,2,5,1,60.1,60.3,7.442
1.01,5,5,5,61.3,58.0,8.523
0.74,2,4,5,60.6,62.6,7.556
0.32,5,3,6,61.6,58.0,7.065
0.56,4,2,3,61.7,58.0,7.867999999999999
0.34,4,3,1,62.2,55.0,6.94
1.51,4,1,2,62.8,57.0,9.437000000000001
1.21,4,1,2,61.2,59.0,8.902000000000001
0.78,3,3,2,63.4,56.0,7.85
1.12,5,6,2,61.1,59.0,8.383
0.72,4,6,1,61.7,54.5,7.796
1.21,4,6,1,62.2,54.5,8.767000000000001
0.51,4,3,2,61.7,57.0,7.246
0.32,4,6,1,62.0,54.0,6.26
1.08,4,2,5,61.9,58.0,9.046
0.33,4,1,7,61.7,54.0,6.795
0.44,4,5,2,61.9,57.0,6.847
0.43,5,1,1,62.2,61.0,7.029
0.26,4,5,1,62.1,55.0,6.178
0.7,3,3,1,62.2,55.0,8.056000000000001
1.01,5,5,1,61.2,61.0,8.574
0.41,2,5,5,64.1,57.0,6.821000000000001
0.89,4,3,4,62.4,56.0,8.14
1.07,4,7,1,61.8,55.0,8.882
0.51,5,7,1,62.1,60.0,7.485
0.4,4,3,1,61.7,55.0,6.959
0.72,5,4,2,60.4,61.0,7.365
0.58,4,4,5,62.8,57.0,7.087000000000001
1.04,3,5,4,62.4,58.0,8.174
2.16,4,6,2,62.0,56.0,9.8
0.52,3,7,5,62.4,60.0,7.261
0.34,3,1,2,62.8,56.0,6.3389999999999995
1.03,5,1,2,60.9,60.0,8.429
0.32,5,5,6,60.7,58.0,7.018
0.58,5,6,7,62.6,59.0,7.4
1.01,4,4,4,61.9,55.3,8.318
0.71,4,6,5,61.6,57.0,7.856
0.7,3,1,3,61.6,63.0,8.094
2.05,5,5,2,60.2,58.0,9.771
0.3,3,1,2,63.5,57.0,6.462999999999999
1.01,2,5,2,63.4,58.0,8.323
1.03,4,1,1,59.0,55.0,8.956
0.32,3,5,5,63.0,57.0,6.225
0.41,4,7,3,61.0,57.0,6.981
0.44,4,4,5,62.3,54.0,6.718999999999999
0.39,5,7,1,61.7,62.0,6.858
0.35,5,1,5,62.0,59.0,6.809
0.61,3,1,5,61.8,56.0,7.595
0.7,4,1,2,62.6,56.0,7.696000000000001
0.54,4,1,5,60.1,56.0,7.416
